Position Holder,LEI of Position Holder,Share Issuer,LEI of Share Issuer,ISIN,Net Short Position (%),Position Date
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.47,22/11/2016
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.52,11/09/2019
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.62,16/09/2019
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.57,17/09/2019
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.62,19/09/2019
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.71,03/10/2019
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.8,11/10/2019
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.94,16/10/2019
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,1.0,17/10/2019
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.95,22/10/2019
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.88,23/10/2019
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.73,29/10/2019
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.5,31/10/2019
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.47,01/11/2019
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.5,21/08/2020
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.49,24/08/2020
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.5,25/08/2020
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.49,28/08/2020
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.5,09/09/2020
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.6,24/09/2020
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.58,02/10/2020
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.47,13/10/2020
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.52,31/12/2020
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.47,06/01/2021
"Point72 Asset Management, L.P.",549300GHZ48Y72I6HZ24,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.53,31/12/2018
"Point72 Asset Management, L.P.",549300GHZ48Y72I6HZ24,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.48,14/01/2019
"Point72 Asset Management, L.P.",549300GHZ48Y72I6HZ24,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.5,23/01/2019
"Point72 Asset Management, L.P.",549300GHZ48Y72I6HZ24,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.6,31/01/2019
"Point72 Asset Management, L.P.",549300GHZ48Y72I6HZ24,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.59,04/02/2019
"Point72 Asset Management, L.P.",549300GHZ48Y72I6HZ24,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.6,05/02/2019
"Point72 Asset Management, L.P.",549300GHZ48Y72I6HZ24,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.57,08/02/2019
"Point72 Asset Management, L.P.",549300GHZ48Y72I6HZ24,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.48,13/02/2019
"Point72 Asset Management, L.P.",549300GHZ48Y72I6HZ24,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.5,20/02/2019
"Point72 Asset Management, L.P.",549300GHZ48Y72I6HZ24,TENARIS SA,549300Y7C05BKC4HZB40,LU0156801721,0.49,27/02/2019
Alvento Capital Partners LLP,213800WKXUG8MM9CYQ33,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.54,10/01/2019
Alvento Capital Partners LLP,213800WKXUG8MM9CYQ33,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.62,28/02/2019
Alvento Capital Partners LLP,213800WKXUG8MM9CYQ33,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.59,20/03/2019
Alvento Capital Partners LLP,213800WKXUG8MM9CYQ33,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.49,30/04/2019
Alvento Capital Partners LLP,213800WKXUG8MM9CYQ33,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.52,20/05/2019
Alvento Capital Partners LLP,213800WKXUG8MM9CYQ33,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.48,30/05/2019
Alvento Capital Partners LLP,213800WKXUG8MM9CYQ33,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.52,06/06/2019
Alvento Capital Partners LLP,213800WKXUG8MM9CYQ33,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.62,21/06/2019
Alvento Capital Partners LLP,213800WKXUG8MM9CYQ33,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.7,02/07/2019
Alvento Capital Partners LLP,213800WKXUG8MM9CYQ33,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.69,07/08/2019
Alvento Capital Partners LLP,213800WKXUG8MM9CYQ33,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.7,26/08/2019
Alvento Capital Partners LLP,213800WKXUG8MM9CYQ33,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.73,30/08/2019
Alvento Capital Partners LLP,213800WKXUG8MM9CYQ33,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.81,26/09/2019
Alvento Capital Partners LLP,213800WKXUG8MM9CYQ33,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.79,16/10/2019
Alvento Capital Partners LLP,213800WKXUG8MM9CYQ33,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.81,18/10/2019
Alvento Capital Partners LLP,213800WKXUG8MM9CYQ33,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.79,09/12/2019
Alvento Capital Partners LLP,213800WKXUG8MM9CYQ33,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.82,17/12/2019
Alvento Capital Partners LLP,213800WKXUG8MM9CYQ33,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.91,10/01/2020
Alvento Capital Partners LLP,213800WKXUG8MM9CYQ33,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,1.0,10/03/2020
Alvento Capital Partners LLP,213800WKXUG8MM9CYQ33,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.83,12/03/2020
Alvento Capital Partners LLP,213800WKXUG8MM9CYQ33,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.76,13/03/2020
Alvento Capital Partners LLP,213800WKXUG8MM9CYQ33,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.69,20/03/2020
Alvento Capital Partners LLP,213800WKXUG8MM9CYQ33,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.59,09/04/2020
Alvento Capital Partners LLP,213800WKXUG8MM9CYQ33,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.49,22/09/2020
Alvento Capital Partners LLP,213800WKXUG8MM9CYQ33,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.5,11/11/2020
Alvento Capital Partners LLP,213800WKXUG8MM9CYQ33,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.49,03/12/2020
"Bridgewater Associates, LP",549300Z1Z0SCIDMJKU09,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.5,11/01/2018
"Bridgewater Associates, LP",549300Z1Z0SCIDMJKU09,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.49,16/04/2018
Carlson Capital UK LLP,549300A6XNMOVIKH7U14,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.53,28/11/2016
Carlson Capital UK LLP,549300A6XNMOVIKH7U14,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.6,29/12/2016
Carlson Capital UK LLP,549300A6XNMOVIKH7U14,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.58,03/01/2017
Carlson Capital UK LLP,549300A6XNMOVIKH7U14,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.6,20/01/2017
Carlson Capital UK LLP,549300A6XNMOVIKH7U14,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.7,14/03/2017
Carlson Capital UK LLP,549300A6XNMOVIKH7U14,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.69,24/04/2017
Carlson Capital UK LLP,549300A6XNMOVIKH7U14,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.71,10/11/2017
Carlson Capital UK LLP,549300A6XNMOVIKH7U14,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.63,03/01/2018
Carlson Capital UK LLP,549300A6XNMOVIKH7U14,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.58,04/01/2018
Carlson Capital UK LLP,549300A6XNMOVIKH7U14,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.66,22/02/2018
Carlson Capital UK LLP,549300A6XNMOVIKH7U14,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.53,28/02/2018
Carlson Capital UK LLP,549300A6XNMOVIKH7U14,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.35,01/03/2018
Carlson Capital UK LLP,549300A6XNMOVIKH7U14,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.5,18/11/2019
Carlson Capital UK LLP,549300A6XNMOVIKH7U14,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.4,02/12/2019
Carlson Capital UK LLP,549300A6XNMOVIKH7U14,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.5,03/12/2019
Carlson Capital UK LLP,549300A6XNMOVIKH7U14,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.4,09/12/2019
Carlson Capital UK LLP,549300A6XNMOVIKH7U14,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.51,20/12/2019
Carlson Capital UK LLP,549300A6XNMOVIKH7U14,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.43,27/01/2020
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.5,06/01/2016
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.49,11/01/2016
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.52,08/02/2016
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.43,07/09/2016
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.56,08/09/2016
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.43,09/09/2016
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.56,12/09/2016
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.43,13/09/2016
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.56,14/09/2016
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.39,16/11/2016
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.5,18/04/2017
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.47,05/07/2017
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.5,21/09/2017
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.6,05/02/2018
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.59,07/02/2018
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.4,23/02/2018
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.5,20/08/2018
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.49,25/09/2018
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.51,19/10/2018
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.48,20/02/2019
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.5,06/10/2021
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.62,11/10/2021
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.7,26/11/2021
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.81,14/02/2022
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.79,18/03/2022
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.8,22/03/2022
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.79,23/03/2022
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.65,12/04/2022
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.55,12/09/2022
Exane Asset Management,969500QCD96QW6JGCN41,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.43,10/10/2022
GLG PARTNERS LP,549300RJTS0EUAOPTJ96,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.51,25/03/2013
GLG PARTNERS LP,549300RJTS0EUAOPTJ96,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.62,27/03/2013
GLG PARTNERS LP,549300RJTS0EUAOPTJ96,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.7,10/04/2013
GLG PARTNERS LP,549300RJTS0EUAOPTJ96,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.8,02/05/2013
GLG PARTNERS LP,549300RJTS0EUAOPTJ96,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.55,22/05/2013
GLG PARTNERS LP,549300RJTS0EUAOPTJ96,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.43,30/05/2013
GLG PARTNERS LP,549300RJTS0EUAOPTJ96,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.52,20/11/2013
GLG PARTNERS LP,549300RJTS0EUAOPTJ96,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.6,11/12/2013
GLG PARTNERS LP,549300RJTS0EUAOPTJ96,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.74,06/01/2014
GLG PARTNERS LP,549300RJTS0EUAOPTJ96,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.81,10/02/2014
GLG PARTNERS LP,549300RJTS0EUAOPTJ96,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.91,19/03/2014
GLG PARTNERS LP,549300RJTS0EUAOPTJ96,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.86,02/07/2014
GLG PARTNERS LP,549300RJTS0EUAOPTJ96,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.76,03/07/2014
GLG PARTNERS LP,549300RJTS0EUAOPTJ96,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.27,13/10/2014
GLG PARTNERS LP,549300RJTS0EUAOPTJ96,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.53,07/02/2018
GLG PARTNERS LP,549300RJTS0EUAOPTJ96,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.61,05/03/2018
GLG PARTNERS LP,549300RJTS0EUAOPTJ96,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.59,08/03/2018
GLG PARTNERS LP,549300RJTS0EUAOPTJ96,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.6,09/03/2018
GLG PARTNERS LP,549300RJTS0EUAOPTJ96,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.59,15/03/2018
GLG PARTNERS LP,549300RJTS0EUAOPTJ96,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.6,23/03/2018
GLG PARTNERS LP,549300RJTS0EUAOPTJ96,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.59,03/04/2018
GLG PARTNERS LP,549300RJTS0EUAOPTJ96,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.63,15/05/2018
GLG PARTNERS LP,549300RJTS0EUAOPTJ96,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.59,31/07/2018
GLG PARTNERS LP,549300RJTS0EUAOPTJ96,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.61,01/08/2018
GLG PARTNERS LP,549300RJTS0EUAOPTJ96,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.59,08/08/2018
GLG PARTNERS LP,549300RJTS0EUAOPTJ96,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.48,22/08/2018
MCP (Switzerland) S.a.r.l.,,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.51,27/04/2015
MCP (Switzerland) S.a.r.l.,,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.49,16/06/2015
Marshall Wace LLP,6BS8JLEICI3VGJ264L55,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.51,01/08/2014
Marshall Wace LLP,6BS8JLEICI3VGJ264L55,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.49,08/08/2014
Marshall Wace LLP,6BS8JLEICI3VGJ264L55,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.51,30/10/2015
Marshall Wace LLP,6BS8JLEICI3VGJ264L55,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.61,03/11/2015
Marshall Wace LLP,6BS8JLEICI3VGJ264L55,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.7,19/11/2015
Marshall Wace LLP,6BS8JLEICI3VGJ264L55,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.81,02/12/2015
Marshall Wace LLP,6BS8JLEICI3VGJ264L55,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.77,03/12/2015
Marshall Wace LLP,6BS8JLEICI3VGJ264L55,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.69,17/12/2015
Marshall Wace LLP,6BS8JLEICI3VGJ264L55,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.59,22/12/2015
Marshall Wace LLP,6BS8JLEICI3VGJ264L55,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.44,04/01/2016
Marshall Wace LLP,6BS8JLEICI3VGJ264L55,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.5,11/01/2016
Marshall Wace LLP,6BS8JLEICI3VGJ264L55,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.49,02/02/2016
Marshall Wace LLP,6BS8JLEICI3VGJ264L55,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.52,11/02/2016
Marshall Wace LLP,6BS8JLEICI3VGJ264L55,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.49,22/02/2016
Marshall Wace LLP,6BS8JLEICI3VGJ264L55,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.5,23/02/2016
Marshall Wace LLP,6BS8JLEICI3VGJ264L55,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.62,03/03/2016
Marshall Wace LLP,6BS8JLEICI3VGJ264L55,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.71,24/03/2016
Marshall Wace LLP,6BS8JLEICI3VGJ264L55,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.69,27/04/2016
Marshall Wace LLP,6BS8JLEICI3VGJ264L55,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.59,03/05/2016
Marshall Wace LLP,6BS8JLEICI3VGJ264L55,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.49,06/06/2016
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.5,08/09/2023
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.49,02/10/2023
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.5,03/10/2023
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.49,04/10/2023
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.5,23/09/2024
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.49,25/09/2024
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.5,26/09/2024
Millennium International Management LP,Q0HK1ORK3JOMOF7R6K47,TERNA - RETE ELETTRICA NAZIONALE SPA,8156009E94ED54DE7C31,IT0003242622,0.49,27/09/2024
